"video_id","name","attribute_type"
"facebook10153761244924205","Military","Rekognition Labels"
"facebook10155017669219205","Modern Art","Rekognition Labels"
"facebook10154410776394205","Tattoo","Rekognition Labels"
"facebook10153761244924205","Team","Rekognition Labels"
"facebook10154944144584205","Army","Rekognition Labels"
"facebook10153752516194205","Art","Rekognition Labels"
"facebook10154618928554205","Art","Rekognition Labels"
"facebook10154578321629205","Bling","Rekognition Labels"
"facebook10154507958999205","Bling","Rekognition Labels"
"facebook10154875697474205","Coat","Rekognition Labels"
"facebook10154507869099205","Coat","Rekognition Labels"
"facebook10155011149294205","Coat","Rekognition Labels"
"facebook10155254306404205","Coat","Rekognition Labels"
"facebook10154407910979205","Hand","Rekognition Labels"
"facebook10154795623289205","Hand","Rekognition Labels"
"facebook10154875776849205","Military","Rekognition Labels"
"facebook10154768807754205","Military","Rekognition Labels"
"facebook10153752516194205","Military","Rekognition Labels"
"facebook10154507869099205","Newspaper","Rekognition Labels"
"facebook10154507958999205","Newspaper","Rekognition Labels"
"facebook10154986308819205","Road","Rekognition Labels"
"facebook10154618928554205","Tattoo","Rekognition Labels"
"facebook10154795623289205","Team","Rekognition Labels"
"facebook10154672059924205","Team","Rekognition Labels"
"facebook10154955635619205","Team","Rekognition Labels"
"facebook10154581247679205","Vest","Rekognition Labels"
"facebook10153752474144205","X-Ray","Rekognition Labels"
"facebook10153552898479205","Army","Rekognition Labels"
"facebook10154138769114205","Art","Rekognition Labels"
"facebook10154556967779205","Bling","Rekognition Labels"
"facebook10153552924729205","Bling","Rekognition Labels"
"facebook10154706413024205","Coat","Rekognition Labels"
"facebook10154787494344205","Coat","Rekognition Labels"
"facebook10154507869099205","Hand","Rekognition Labels"
"facebook10153684085649205","Hand","Rekognition Labels"
"facebook10153552893334205","Hand","Rekognition Labels"
"facebook10153528453574205","Modern Art","Rekognition Labels"
"facebook10154768807754205","Motorcycle","Rekognition Labels"
"facebook10154893718034205","Ring","Rekognition Labels"
"facebook10153752516194205","Team","Rekognition Labels"
"facebook10154747079194205","Trademark","Rekognition Labels"
"facebook10154699846294205","Trademark","Rekognition Labels"
"facebook10154944144584205","Trademark","Rekognition Labels"
"facebook10153528453574205","Trademark","Rekognition Labels"
"facebook10154728060939205","Trademark","Rekognition Labels"
"facebook10153929545604205","American Flag","Rekognition Labels"
"facebook10154946550999205","American Flag","Rekognition Labels"
"facebook10153567230034205","Architecture","Rekognition Labels"
"facebook10154618928554205","Label","Rekognition Labels"
"facebook10155246037139205","Label","Rekognition Labels"
"facebook10155170074369205","Label","Rekognition Labels"
"facebook337999886677455","Label","Rekognition Labels"
"facebook10154448823304205","Paper","Rekognition Labels"
"facebook1386460418125111","Paper","Rekognition Labels"
"facebook10154870267304205","Paper","Rekognition Labels"
"facebook10154556967779205","Paper","Rekognition Labels"
"facebook10154768807754205","Paper","Rekognition Labels"
"facebook10154684443609205","Receipt","Rekognition Labels"
"facebook10154706413024205","Screen","Rekognition Labels"
"facebook10155333763299205","Screen","Rekognition Labels"
"facebook10155035197919205","Screen","Rekognition Labels"
"facebook10154699846294205","Suit","Rekognition Labels"
"facebook10154065021179205","Suit","Rekognition Labels"
"facebook10154512789279205","Suit","Rekognition Labels"
"facebook10154405732959205","Trademark","Rekognition Labels"
"facebook10155333763299205","Trademark","Rekognition Labels"
"facebook10155254306404205","Trademark","Rekognition Labels"
"facebook10154494316084205","Trademark","Rekognition Labels"
"facebook10155026108719205","Trademark","Rekognition Labels"
"facebook10153734907314205","Electronics","Rekognition Labels"
"facebook10153570223929205","Handwriting","Rekognition Labels"
"facebook10155065918454205","Larch","Rekognition Labels"
"facebook10154990092349205","Magazine","Rekognition Labels"
"facebook10154944144584205","Officer","Rekognition Labels"
"facebook10155113408869205","Press Conference","Rekognition Labels"
"facebook10154696325399205","Rv","Rekognition Labels"
"facebook10153752516194205","Rv","Rekognition Labels"
"facebook10154912630909205","T-Shirt","Rekognition Labels"
"facebook10154248538534205","T-Shirt","Rekognition Labels"
"facebook10154578321629205","T-Shirt","Rekognition Labels"
"facebook10155008400254205","T-Shirt","Rekognition Labels"
"facebook10154058667789205","Tarmac","Rekognition Labels"
"facebook10153755247184205","Vine","Rekognition Labels"
"facebook10154746856159205","Apparel","Rekognition Labels"
"facebook10154684443609205","Blanket","Rekognition Labels"
"facebook10154618928554205","Electronics","Rekognition Labels"
"facebook10155017669219205","Electronics","Rekognition Labels"
"facebook10153507031804205","Electronics","Rekognition Labels"
"facebook10154696325399205","Electronics","Rekognition Labels"
"facebook10154859927574205","Electronics","Rekognition Labels"
"facebook10153686408054205","Electronics","Rekognition Labels"
"facebook10154728060939205","Kiss","Rekognition Labels"
"facebook10155131927994205","Magazine","Rekognition Labels"
"facebook10154875776849205","Magazine","Rekognition Labels"
"facebook10154678475584205","Magazine","Rekognition Labels"
"facebook10155965696925891","Outdoors","Rekognition Labels"
"facebook10153752474144205","Outdoors","Rekognition Labels"
"facebook10153755247184205","Press Conference","Rekognition Labels"
"facebook10154219205499205","Press Conference","Rekognition Labels"
"facebook10153752516194205","Rowboat","Rekognition Labels"
"facebook10155068335464205","T-Shirt","Rekognition Labels"
"facebook10154935736199205","T-Shirt","Rekognition Labels"
"facebook10155254306404205","T-Shirt","Rekognition Labels"
"facebook10154138769114205","Tarmac","Rekognition Labels"
"facebook10154618928554205","Apparel","Rekognition Labels"
"facebook1386460418125111","Computer","Rekognition Labels"
"facebook10153515981989205","Computer","Rekognition Labels"
"facebook10153552893334205","Electronics","Rekognition Labels"
"facebook10155167824359205","Electronics","Rekognition Labels"
"facebook10155965696925891","Glitter","Rekognition Labels"
"facebook10154578321629205","Handwriting","Rekognition Labels"
"facebook10155170074369205","Magazine","Rekognition Labels"
"facebook10154475706859205","Mosque","Rekognition Labels"
"facebook10154706413024205","Outdoors","Rekognition Labels"
"facebook10155065918454205","T-Shirt","Rekognition Labels"
"facebook10154875776849205","T-Shirt","Rekognition Labels"
"facebook10154494316084205","T-Shirt","Rekognition Labels"
"facebook10154556967779205","Apparel","Rekognition Labels"
"facebook10154875697474205","Apparel","Rekognition Labels"
"facebook10154870267304205","Computer","Rekognition Labels"
"facebook10155011149294205","Computer","Rekognition Labels"
"facebook10154198505464205","Computer","Rekognition Labels"
"facebook10153515981989205","Electronics","Rekognition Labels"
"facebook10154494316084205","Electronics","Rekognition Labels"
"facebook10155071525564205","Electronics","Rekognition Labels"
"facebook10153752474144205","Kiss","Rekognition Labels"
"facebook10154507958999205","Magazine","Rekognition Labels"
"facebook10154875776849205","Mosque","Rekognition Labels"
"facebook10154747079194205","Outdoors","Rekognition Labels"
"facebook10155008400254205","Stocking","Rekognition Labels"
"facebook10154475706859205","T-Shirt","Rekognition Labels"
"facebook10154696325399205","Tarmac","Rekognition Labels"
"facebook10153552893334205","Apparel","Rekognition Labels"
"facebook10154840630879205","Apparel","Rekognition Labels"
"facebook10154986308819205","Apparel","Rekognition Labels"
"facebook10154047997774205","Computer","Rekognition Labels"
"facebook10153570223929205","Computer","Rekognition Labels"
"facebook10153567230034205","Computer","Rekognition Labels"
"facebook10154155444164205","Electronics","Rekognition Labels"
"facebook10154138769114205","Electronics","Rekognition Labels"
"facebook10154556967779205","Electronics","Rekognition Labels"
"facebook10154058667789205","Kiss","Rekognition Labels"
"facebook10154556967779205","Magazine","Rekognition Labels"
"facebook10154047997774205","Outdoors","Rekognition Labels"
"facebook10153755247184205","Sunrise","Rekognition Labels"
"facebook10154944144584205","T-Shirt","Rekognition Labels"
"facebook10154990092349205","T-Shirt","Rekognition Labels"
"facebook10153686408054205","T-Shirt","Rekognition Labels"
"facebook10155170074369205","Weapon","Rekognition Labels"
"facebook10154684443609205","Electronics","Rekognition Labels"
"facebook10154512789279205","Electronics","Rekognition Labels"
"facebook1386460418125111","Electronics","Rekognition Labels"
"facebook10154747079194205","Handwriting","Rekognition Labels"
"facebook10155017669219205","Lamp","Rekognition Labels"
"facebook10154696325399205","Magazine","Rekognition Labels"
"facebook10153552898479205","Press Conference","Rekognition Labels"
"facebook10155167824359205","Press Conference","Rekognition Labels"
"facebook337999886677455","Rowboat","Rekognition Labels"
"facebook10154684443609205","Sunrise","Rekognition Labels"
"facebook10155156653569205","T-Shirt","Rekognition Labels"
"facebook10154728060939205","T-Shirt","Rekognition Labels"
"facebook10155330738704205","Vine","Rekognition Labels"
"facebook10154795623289205","Weapon","Rekognition Labels"
"facebook10154840630879205","Lip","Rekognition Labels"
"facebook10154986308819205","Night Life","Rekognition Labels"
"facebook10154696325399205","Performer","Rekognition Labels"
"facebook10154859927574205","Performer","Rekognition Labels"
"facebook10153752516194205","Plant","Rekognition Labels"
"facebook10154870267304205","Trash","Rekognition Labels"
"facebook1386460418125111","Vase","Rekognition Labels"
"facebook10153752552479205","Word","Rekognition Labels"
"facebook10155008400254205","Word","Rekognition Labels"
"facebook10153752474144205","Word","Rekognition Labels"
"facebook10154840630879205","Router","Rekognition Labels"
"facebook10154795623289205","Smoke","Rekognition Labels"
"facebook10154787494344205","Text","Rekognition Labels"
"facebook10155026108719205","Text","Rekognition Labels"
"facebook10155011149294205","Text","Rekognition Labels"
"facebook10154684443609205","Text","Rekognition Labels"
"facebook10154138769114205","Text","Rekognition Labels"
"facebook10154146814364205","Text","Rekognition Labels"
"facebook10155071157144205","Text","Rekognition Labels"
"facebook10155071157144205","Collage","Rekognition Labels"
"facebook10155103334964205","Huddle","Rekognition Labels"
"facebook337999886677455","Map","Rekognition Labels"
"facebook10155131927994205","Meeting Room","Rekognition Labels"
"facebook10155068335464205","Military Uniform","Rekognition Labels"
"facebook10154893718034205","Military Uniform","Rekognition Labels"
"facebook10155965696925891","Night","Rekognition Labels"
"facebook10155965696925891","People","Rekognition Labels"
"facebook10154684443609205","People","Rekognition Labels"
"facebook10155167824359205","People","Rekognition Labels"
"facebook10154747079194205","Suitcase","Rekognition Labels"
"facebook10153752516194205","Asleep","Rekognition Labels"
"facebook10153752552479205","Car","Rekognition Labels"
"facebook10154618928554205","Car","Rekognition Labels"
"facebook10154990092349205","Car","Rekognition Labels"
"facebook10154556967779205","Collage","Rekognition Labels"
"facebook10155095401364205","Collage","Rekognition Labels"
"facebook10154870267304205","Collage","Rekognition Labels"
"facebook10154155444164205","Collage","Rekognition Labels"
"facebook10154859927574205","Collage","Rekognition Labels"
"facebook10153752474144205","Console","Rekognition Labels"
"facebook10154990092349205","Flood","Rekognition Labels"
"facebook10155330738704205","Jungle","Rekognition Labels"
"facebook10154768807754205","Light","Rekognition Labels"
"facebook10154047997774205","Military Uniform","Rekognition Labels"
"facebook10154405732959205","People","Rekognition Labels"
"facebook10153528453574205","People","Rekognition Labels"
"facebook10154875697474205","People","Rekognition Labels"
"facebook10153684085649205","People","Rekognition Labels"
"facebook10154494316084205","People","Rekognition Labels"
"facebook10154146814364205","People","Rekognition Labels"
"facebook10154893718034205","People","Rekognition Labels"
"facebook10154728060939205","Photographer","Rekognition Labels"
"facebook10154990092349205","Sleeve","Rekognition Labels"
"facebook10154955635619205","Suv","Rekognition Labels"
"facebook10154836912159205","Door","Rekognition Labels"
"facebook10154448823304205","Kilt","Rekognition Labels"
"facebook10153552893334205","LCD Screen","Rekognition Labels"
"facebook10153752516194205","Path","Rekognition Labels"
"facebook10154672059924205","Red Carpet","Rekognition Labels"
"facebook10154058667789205","Animal","Rekognition Labels"
"facebook10154618928554205","Bartender","Rekognition Labels"
"facebook10154684443609205","LCD Screen","Rekognition Labels"
"facebook10153752516194205","Race Car","Rekognition Labels"
"facebook10153570223929205","Animal","Rekognition Labels"
"facebook10153686408054205","Bartender","Rekognition Labels"
"facebook10154990092349205","Convention Center","Rekognition Labels"
"facebook10153752552479205","Emblem","Rekognition Labels"
"facebook10154556967779205","Trailer Truck","Rekognition Labels"
"facebook10153755247184205","Animal","Rekognition Labels"
"facebook10154410776394205","Bartender","Rekognition Labels"
"facebook10153515981989205","Conifer","Rekognition Labels"
"facebook10154787494344205","Hug","Rekognition Labels"
"facebook1386460418125111","LCD Screen","Rekognition Labels"
"facebook10155315487584205","LCD Screen","Rekognition Labels"
"facebook10154405732959205","LCD Screen","Rekognition Labels"
"facebook10153752516194205","Pickup Truck","Rekognition Labels"
"facebook10153686408054205","Pickup Truck","Rekognition Labels"
"facebook10154410776394205","Animal","Rekognition Labels"
"facebook10153686408054205","Door","Rekognition Labels"
"facebook10153570223929205","Door","Rekognition Labels"
"facebook10153684085649205","LCD Screen","Rekognition Labels"
"facebook10153913263439205","LCD Screen","Rekognition Labels"
"facebook10154578321629205","Lingerie","Rekognition Labels"
"facebook10154893718034205","Sitting","Rekognition Labels"
"facebook10155131927994205","Team Sport","Rekognition Labels"
"facebook10154747079194205","Kid","Rekognition Labels"
"facebook10155330738704205","Kid","Rekognition Labels"
"facebook10155065918454205","Lighting","Rekognition Labels"
"facebook10153755247184205","Lighting","Rekognition Labels"
"facebook10153752474144205","Lighting","Rekognition Labels"
"facebook10154986308819205","Lighting","Rekognition Labels"
"facebook10154678475584205","Priest","Rekognition Labels"
"facebook10155965696925891","Rainforest","Rekognition Labels"
"facebook1386460418125111","Silhouette","Rekognition Labels"
"facebook10154672059924205","Troop","Rekognition Labels"
"facebook10153752552479205","Ct Scan","Rekognition Labels"
"facebook10154935736199205","Ct Scan","Rekognition Labels"
"facebook10155071525564205","Dance","Rekognition Labels"
"facebook10154893718034205","Face","Rekognition Labels"
"facebook10153752474144205","Fence","Rekognition Labels"
"facebook10154494316084205","File Folder","Rekognition Labels"
"facebook10153552898479205","Flora","Rekognition Labels"
"facebook10154198505464205","Flora","Rekognition Labels"
"facebook10155026108719205","Flora","Rekognition Labels"
"facebook1386460418125111","Glass","Rekognition Labels"
"facebook10154578321629205","Kid","Rekognition Labels"
"facebook10155113408869205","Kid","Rekognition Labels"
"facebook10154990092349205","Kid","Rekognition Labels"
"facebook10154875776849205","Kid","Rekognition Labels"
"facebook10154787494344205","Kid","Rekognition Labels"
"facebook10154198505464205","Kid","Rekognition Labels"
"facebook10154946550999205","Lighting","Rekognition Labels"
"facebook337999886677455","Lighting","Rekognition Labels"
"facebook10153752552479205","Ankle","Rekognition Labels"
"facebook10154146814364205","Ankle","Rekognition Labels"
"facebook10155008400254205","Ankle","Rekognition Labels"
"facebook10155147853909205","Ankle","Rekognition Labels"
"facebook10153752516194205","Ankle","Rekognition Labels"
"facebook1386460418125111","Bamboo","Rekognition Labels"
"facebook1386460418125111","Cat","Rekognition Labels"
"facebook10154684443609205","Ct Scan","Rekognition Labels"
"facebook10154678475584205","Ct Scan","Rekognition Labels"
"facebook10154955635619205","Ct Scan","Rekognition Labels"
"facebook10154859927574205","Ct Scan","Rekognition Labels"
"facebook10154935736199205","Document","Rekognition Labels"
"facebook10154512789279205","Face","Rekognition Labels"
"facebook10154696325399205","Fence","Rekognition Labels"
"facebook10153515981989205","Fence","Rekognition Labels"
"facebook10154696325399205","Flora","Rekognition Labels"
"facebook10154746856159205","Flora","Rekognition Labels"
"facebook10153686408054205","Kid","Rekognition Labels"
"facebook10153752516194205","Kid","Rekognition Labels"
"facebook10154768807754205","Kid","Rekognition Labels"
"facebook10154494316084205","Kid","Rekognition Labels"
"facebook10154475706859205","Kid","Rekognition Labels"
"facebook10154696325399205","Kid","Rekognition Labels"
"facebook10154728060939205","Kid","Rekognition Labels"
"facebook10153925858929205","Lighting","Rekognition Labels"
"facebook10154875697474205","Lighting","Rekognition Labels"
"facebook10154840630879205","Silhouette","Rekognition Labels"
"facebook1386460418125111","Plaid","Rekognition Labels"
"facebook10154405732959205","Bar Counter","Rekognition Labels"
"facebook10154935736199205","Bottle","Rekognition Labels"
"facebook10154840630879205","Flag","Rekognition Labels"
"facebook10153552898479205","Handshake","Rekognition Labels"
"facebook10155065918454205","Hedge","Rekognition Labels"
"facebook10154955635619205","Mail","Rekognition Labels"
"facebook10154787494344205","Painting","Rekognition Labels"
"facebook10154618928554205","Potted Plant","Rekognition Labels"
"facebook10154058667789205","Bullfighter","Rekognition Labels"
"facebook10153515981989205","Flag","Rekognition Labels"
"facebook10154407910979205","Flag","Rekognition Labels"
"facebook10154581247679205","Mail","Rekognition Labels"
"facebook10154836912159205","Ornament","Rekognition Labels"
"facebook10154787494344205","Ornament","Rekognition Labels"
"facebook10155071157144205","Ornament","Rekognition Labels"
"facebook10154955635619205","Port","Rekognition Labels"
"facebook10154684443609205","Potted Plant","Rekognition Labels"
"facebook10154618928554205","Bar Counter","Rekognition Labels"
"facebook10154672059924205","Bottle","Rekognition Labels"
"facebook10153507031804205","Handshake","Rekognition Labels"
"facebook10153752474144205","Hedge","Rekognition Labels"
"facebook10154946550999205","Mail","Rekognition Labels"
"facebook10153752516194205","Mail","Rekognition Labels"
"facebook10154475706859205","Mail","Rekognition Labels"
"facebook10154990092349205","Monastery","Rekognition Labels"
"facebook10154507869099205","Ornament","Rekognition Labels"
"facebook10154699846294205","Potted Plant","Rekognition Labels"
"facebook10155095401364205","Potted Plant","Rekognition Labels"
"facebook10153752552479205","Potted Plant","Rekognition Labels"
"facebook10154494316084205","Redwood","Rekognition Labels"
"facebook10154986308819205","Bottle","Rekognition Labels"
"facebook10155246037139205","Bottle","Rekognition Labels"
"facebook10153755247184205","Flag","Rekognition Labels"
"facebook10154875697474205","Flag","Rekognition Labels"
"facebook10154699846294205","Mail","Rekognition Labels"
"facebook10154405732959205","Mail","Rekognition Labels"
"facebook10154507958999205","Ornament","Rekognition Labels"
"facebook10155121139949205","Ornament","Rekognition Labels"
"facebook10155068335464205","Potted Plant","Rekognition Labels"
"facebook10155017669219205","Potted Plant","Rekognition Labels"
"facebook10153752552479205","Blackboard","Rekognition Labels"
"facebook10155035197919205","Bottle","Rekognition Labels"
"facebook10153755247184205","Bottle","Rekognition Labels"
"facebook10153552898479205","Flag","Rekognition Labels"
"facebook10154507869099205","Flag","Rekognition Labels"
"facebook10155095401364205","Flag","Rekognition Labels"
"facebook10154893718034205","Handshake","Rekognition Labels"
"facebook10154840630879205","Mail","Rekognition Labels"
"facebook10154875697474205","Mail","Rekognition Labels"
"facebook10154875776849205","Mail","Rekognition Labels"
"facebook10154494316084205","Mail","Rekognition Labels"
"facebook10154672059924205","Ornament","Rekognition Labels"
"facebook10154618928554205","Ornament","Rekognition Labels"
"facebook10154448823304205","Plaid","Rekognition Labels"
"facebook10155026108719205","Potted Plant","Rekognition Labels"
"facebook10154556967779205","Sculpture","Rekognition Labels"
"facebook1386460418125111","Flag","Rekognition Labels"
"facebook10155008400254205","Handshake","Rekognition Labels"
"facebook10153929545604205","Hedge","Rekognition Labels"
"facebook10154990092349205","Mail","Rekognition Labels"
"facebook10154859927574205","Ornament","Rekognition Labels"
"facebook10154768807754205","Potted Plant","Rekognition Labels"
"facebook10155156653569205","Potted Plant","Rekognition Labels"
"facebook10154198505464205","Potted Plant","Rekognition Labels"
"facebook10154475706859205","Bottle","Rekognition Labels"
"facebook10154944144584205","Flag","Rekognition Labels"
"facebook10154875697474205","Football","Rekognition Labels"
"facebook10154912630909205","Handshake","Rekognition Labels"
"facebook10155156653569205","Handshake","Rekognition Labels"
"facebook10154840630879205","Ornament","Rekognition Labels"
"facebook10154986308819205","Ornament","Rekognition Labels"
"facebook10154155444164205","Plaid","Rekognition Labels"
"facebook10153752516194205","Potted Plant","Rekognition Labels"
"facebook10154935736199205","Potted Plant","Rekognition Labels"
"facebook10154047997774205","Potted Plant","Rekognition Labels"
"facebook10153552924729205","Potted Plant","Rekognition Labels"
"facebook10154556967779205","Raincoat","Rekognition Labels"
"facebook10153552893334205","Bottle","Rekognition Labels"
"facebook10154410776394205","Bottle","Rekognition Labels"
"facebook10154990092349205","Corridor","Rekognition Labels"
"facebook10154494316084205","Handshake","Rekognition Labels"
"facebook10154787494344205","Handshake","Rekognition Labels"
"facebook10153552924729205","Handshake","Rekognition Labels"
"facebook10153552893334205","Handshake","Rekognition Labels"
"facebook10154507869099205","Mail","Rekognition Labels"
"facebook10154578321629205","Ornament","Rekognition Labels"
"facebook1386460418125111","Potted Plant","Rekognition Labels"
"facebook10154859927574205","Potted Plant","Rekognition Labels"
"facebook10153684085649205","Umbrella","Rekognition Labels"
"facebook10154787494344205","Bar Counter","Rekognition Labels"
"facebook10153929545604205","Flag","Rekognition Labels"
"facebook10155008400254205","Flag","Rekognition Labels"
"facebook10154986308819205","Football","Rekognition Labels"
"facebook10154065021179205","Handshake","Rekognition Labels"
"facebook10154672059924205","Mail","Rekognition Labels"
"facebook10154507958999205","Mail","Rekognition Labels"
"facebook10153752516194205","Mailbox","Rekognition Labels"
"facebook10153552893334205","Ornament","Rekognition Labels"
"facebook10154155444164205","Ornament","Rekognition Labels"
"facebook10153752474144205","Para Rubber Tree","Rekognition Labels"
"facebook10154768807754205","Port","Rekognition Labels"
"facebook10155065918454205","Potted Plant","Rekognition Labels"
"facebook10153752516194205","Sculpture","Rekognition Labels"
"facebook337999886677455","Watercraft","Rekognition Labels"
"facebook10155011149294205","Child","Rekognition Labels"
"facebook10155147853909205","Child","Rekognition Labels"
"facebook10155103334964205","Child","Rekognition Labels"
"facebook10154728060939205","Child","Rekognition Labels"
"facebook10155254306404205","Child","Rekognition Labels"
"facebook10153686408054205","Child","Rekognition Labels"
"facebook10155510542154205","Cup","Rekognition Labels"
"facebook10154795623289205","Finger","Rekognition Labels"
"facebook10154859927574205","Finger","Rekognition Labels"
"facebook10153570223929205","Finger","Rekognition Labels"
"facebook10154795623289205","Flame","Rekognition Labels"
"facebook10154410776394205","Hair","Rekognition Labels"
"facebook10154986308819205","Mascot","Rekognition Labels"
"facebook10153929545604205","Pillar","Rekognition Labels"
"facebook10154944144584205","Smog","Rekognition Labels"
"facebook10155026108719205","Yew","Rekognition Labels"
"facebook10154618928554205","Child","Rekognition Labels"
"facebook10153684085649205","Child","Rekognition Labels"
"facebook10155035197919205","Child","Rekognition Labels"
"facebook10154495684584205","Child","Rekognition Labels"
"facebook10155017669219205","Child","Rekognition Labels"
"facebook10154512789279205","Child","Rekognition Labels"
"facebook10153570223929205","Cup","Rekognition Labels"
"facebook10154581247679205","Denim","Rekognition Labels"
"facebook10154990092349205","Entertainment Center","Rekognition Labels"
"facebook10155113408869205","Finger","Rekognition Labels"
"facebook10153552893334205","Finger","Rekognition Labels"
"facebook10155333763299205","Finger","Rekognition Labels"
"facebook10153755247184205","Finger","Rekognition Labels"
"facebook10154494316084205","Finger","Rekognition Labels"
"facebook10154840630879205","Finger","Rekognition Labels"
"facebook10154893718034205","Finger","Rekognition Labels"
"facebook10154955635619205","Flame","Rekognition Labels"
"facebook10154047997774205","Nature","Rekognition Labels"
"facebook10154935736199205","Oven","Rekognition Labels"
"facebook10153552898479205","Star Symbol","Rekognition Labels"
"facebook10155131927994205","Child","Rekognition Labels"
"facebook10154405732959205","Child","Rekognition Labels"
"facebook10153552924729205","Child","Rekognition Labels"
"facebook10155065918454205","Finger","Rekognition Labels"
"facebook10155103334964205","Hair","Rekognition Labels"
"facebook10154578321629205","Hair","Rekognition Labels"
"facebook10154699846294205","Hair","Rekognition Labels"
"facebook10154993337014205","Hole","Rekognition Labels"
"facebook10154768807754205","Nature","Rekognition Labels"
"facebook10154870267304205","Nature","Rekognition Labels"
"facebook10154618928554205","Pub","Rekognition Labels"
"facebook10154410776394205","Pub","Rekognition Labels"
"facebook1386460418125111","Tartan","Rekognition Labels"
"facebook10154990092349205","Banister","Rekognition Labels"
"facebook10155167824359205","Child","Rekognition Labels"
"facebook10154219205499205","Child","Rekognition Labels"
"facebook10154990092349205","Child","Rekognition Labels"
"facebook10155008400254205","Child","Rekognition Labels"
"facebook10154138769114205","Finger","Rekognition Labels"
"facebook10153821725409205","Finger","Rekognition Labels"
"facebook10154728060939205","Finger","Rekognition Labels"
"facebook10154768807754205","Finger","Rekognition Labels"
"facebook10154944144584205","Finger","Rekognition Labels"
"facebook10154684443609205","Finger","Rekognition Labels"
"facebook10155095401364205","Finger","Rekognition Labels"
"facebook10155167713914205","Finger","Rekognition Labels"
"facebook10154507869099205","Hair","Rekognition Labels"
"facebook10154672059924205","Hair","Rekognition Labels"
"facebook10154058667789205","Nature","Rekognition Labels"
"facebook10154990092349205","Nature","Rekognition Labels"
"facebook10153567230034205","Pillar","Rekognition Labels"
"facebook10154556967779205","Bead","Rekognition Labels"
"facebook10154047997774205","Bowl","Rekognition Labels"
"facebook10154581247679205","Child","Rekognition Labels"
"facebook10154198505464205","Child","Rekognition Labels"
"facebook10155026108719205","Child","Rekognition Labels"
"facebook10153734907314205","Entertainment Center","Rekognition Labels"
"facebook10153552898479205","Finger","Rekognition Labels"
"facebook10154870267304205","Finger","Rekognition Labels"
"facebook10155315487584205","Finger","Rekognition Labels"
"facebook10155008400254205","Finger","Rekognition Labels"
"facebook10154990092349205","Finger","Rekognition Labels"
"facebook10153515981989205","Hair","Rekognition Labels"
"facebook10155254306404205","Hair","Rekognition Labels"
"facebook337999886677455","Hole","Rekognition Labels"
"facebook10154935736199205","Mascot","Rekognition Labels"
"facebook1386460418125111","Milk","Rekognition Labels"
"facebook10154495684584205","Nature","Rekognition Labels"
"facebook10155330738704205","Nature","Rekognition Labels"
"facebook10154870267304205","Purse","Rekognition Labels"
"facebook1386460418125111","Siamese","Rekognition Labels"
"facebook10155254306404205","Sliding Door","Rekognition Labels"
"facebook10154578321629205","Diploma","Rekognition Labels"
"facebook1386460418125111","Envelope","Rekognition Labels"
"facebook10155156653569205","Envelope","Rekognition Labels"
"facebook10155131927994205","Hardhat","Rekognition Labels"
"facebook10154512789279205","Head","Rekognition Labels"
"facebook10155156653569205","Head","Rekognition Labels"
"facebook10154219205499205","Kiosk","Rekognition Labels"
"facebook10154870267304205","Mouth","Rekognition Labels"
"facebook10154795623289205","Photo Booth","Rekognition Labels"
"facebook10153734907314205","Pool Table","Rekognition Labels"
"facebook10153552893334205","Shirt","Rekognition Labels"
"facebook10154672059924205","Shirt","Rekognition Labels"
"facebook10154507869099205","Shirt","Rekognition Labels"
"facebook10154138769114205","Shirt","Rekognition Labels"
"facebook10154618928554205","Shirt","Rekognition Labels"
"facebook10154047997774205","Soil","Rekognition Labels"
"facebook10155147853909205","Speech","Rekognition Labels"
"facebook10154684443609205","Speech","Rekognition Labels"
"facebook10155150397374205","Speech","Rekognition Labels"
"facebook10155017669219205","Speech","Rekognition Labels"
"facebook10154618928554205","Speech","Rekognition Labels"
"facebook10155065918454205","Tree","Rekognition Labels"
"facebook10154407910979205","Wrist","Rekognition Labels"
"facebook1386460418125111","File Binder","Rekognition Labels"
"facebook10154795623289205","Girl","Rekognition Labels"
"facebook10155103334964205","Girl","Rekognition Labels"
"facebook10154935736199205","Girl","Rekognition Labels"
"facebook10155068335464205","Glasses","Rekognition Labels"
"facebook10155095401364205","Glasses","Rekognition Labels"
"facebook10154475706859205","Jacket","Rekognition Labels"
"facebook10154795623289205","Market","Rekognition Labels"
"facebook10154728060939205","Parade","Rekognition Labels"
"facebook10154875776849205","Pottery","Rekognition Labels"
"facebook10155330738704205","Ticket","Rekognition Labels"
"facebook10154678475584205","World","Rekognition Labels"
"facebook10154146814364205","Billboard","Rekognition Labels"
"facebook10155065918454205","Clothing","Rekognition Labels"
"facebook10153552893334205","Clothing","Rekognition Labels"
"facebook10154448823304205","Clothing","Rekognition Labels"
"facebook10153755247184205","Clothing","Rekognition Labels"
"facebook10154495684584205","Clothing","Rekognition Labels"
"facebook10155026108719205","Clothing","Rekognition Labels"
"facebook10155254306404205","Collar","Rekognition Labels"
"facebook10154678475584205","Floral Design","Rekognition Labels"
"facebook10155246037139205","Girl","Rekognition Labels"
"facebook10154944144584205","Girl","Rekognition Labels"
"facebook10154407910979205","Girl","Rekognition Labels"
"facebook10155330738704205","Glasses","Rekognition Labels"
"facebook10155131927994205","Parade","Rekognition Labels"
